Style Number,Shape,Carat Weight,Color,Clarity,Graded By,Cut Grade,Fluorescence,Culet,Depth,Table,Girdle,Polish,Symmetry,Measurements,Price
3004205_86907,Pear,0.5,F,VS2,GIA,Excellent,Faint,,58.7,60.0,Thick to Extr. Thick,Excellent,Very Good,6.92 x 4.44 x 2.60 mm,2106
92025_NVD,Pear,0.5,F,I1,GIA,Very Good,None,NON,63.2,60.0,FACETED to FACETED,Excellent,Very Good,7.26x4.41x2.78 mm,1295
RG168636_8935,Pear,0.41,D,VS1,GIA,Good,Strong,None,59.4,61.0,Thick to Very Thick,Very Good,Very Good,6.56 x 4.15 x 2.47 mm,1261
RG158097_NVD,Pear,0.4,G,VVS1,GIA,Very Good,None,,59.6,59.0,STK - VTK to STK - VTK,Excellent,Very Good,6.66x4.1x2.44 mm,1861
B-4805_19159,Pear,0.5,F,I1,GIA,Excellent,None,,57.4,56.0,Thin to Very Thick,Very Good,Very Good,6.82 x 4.51 x 2.59 mm,1950
DP2208349_34292,Pear,0.32,G,VVS2,GIA,Excellent,None,,61.2,59.0,Medium to Very Thick,Very Good,Very Good,5.98 x 3.88 x 2.38 mm,1000
T362-12A_NVD,Pear,0.5,I,VVS2,GIA,Very Good,None,,62.1,58.0,THK - ETK to THK - ETK,Excellent,Very Good,6.47x4.43x2.75 mm,1729
GB2-21B_NVD,Pear,0.5,E,VS2,GIA,Good,None,NON,59.2,61.0,Medium to Thick,Excellent,Very Good,7.28x4.39x2.6 mm,2097
GIA 22845_12794,Pear,0.7,K,VS2,GIA,Excellent,None,,63.8,58.0,Thin to Very Thick,Excellent,Very Good,7.39 x 4.96 x 3.17 mm,1888
RG141114_8935,Pear,0.4,D,VS1,GIA,Excellent,Faint,None,62.4,54.0,Thick to Extremely Thick,Good,Good,6.51 x 3.95 x 2.46 mm,1326
50595_118100,Pear,0.31,D,VS1,GIA,Excellent,None,,60.5,56.0,Very Thin to Thick,Very Good,Good,6.45 x 3.75 x 2.27 mm,1245
RG145808_NVD,Pear,0.33,E,IF,GIA,Good,None,,57.6,54.0,STK - VTK to STK - VTK,Very Good,Very Good,6.5x3.81x2.2 mm,1381
AM49697_NVD,Pear,0.22,F,VS1,GIA,Excellent,None,NON,62.0,56.0,Medium to Medium,Very Good,Very Good,5.2x3.39x2.1 mm,702
U53-255A_NVD,Pear,0.4,D,VVS2,GIA,Good,None,,63.3,61.0,MED - THK to MED - THK,Excellent,Very Good,6.08x4.11x2.61 mm,2026
PS-1026A_12927,Pear,0.38,H,VVS2,GIA,Excellent,Medium,,55.2,64.0,Thin to Very Thick,Good,Good,5.96 x 4.48 x 2.47 mm,1270
196_42633,Pear,0.51,H,SI2,EGL,Good,,,,,,Good,Very Good,6.66 x 4.70 x 2.41 mm,1479
02V1284_96548,Pear,0.4,D,SI1,GIA,Excellent,Faint,,64.3,59.0,Thick to Extr. Thick,Very Good,Very Good,6.39 x 4.05 x 2.60 mm,1782
P5044_53333,Pear,0.48,H,SI1,GIA,Excellent,None,,66.5,54.0,Thick to Extr. Thick,Good,Fair,6.44 x 4.31 x 2.87 mm,1486
00109_80451,Pear,0.39,E,I1,GIA,Excellent,None,,67.8,61.0,Very Thin to Very Thin,Very Good,Good,6.61 x 3.70 x 2.51 mm,821
U40-43A_NVD,Pear,0.44,G,VVS1,GIA,Good,None,,64.2,55.0,STK - VTK to STK - VTK,Excellent,Very Good,6.26x4.24x2.72 mm,1921
PS230112218B_NVD,Pear,0.54,I,VS1,GIA,Good,None,,60.6,61.0,undefined to undefined,Excellent,Excellent,7.06x4.56x2.76 mm,1929
HG077_12220,Pear,0.3,G,I1,EGL,Excellent,None,,62.4,55.37,,Very Good,Very Good,5.90 x 3.73 x 2.33 mm,726
AA2303173_34292,Pear,0.3,E,VS1,GIA,Excellent,None,,60.8,53.0,Thin to Extr. Thick,Very Good,Good,5.78 x 3.76 x 2.29 mm,925
GF-9_2164,Pear,0.5,J,VS2,GIA,Very Good,Faint,None,60.2,60.0,,Excellent,Good,7.48 x 4.31 x 2.59 mm,1203
AA2303094_34292,Pear,0.51,J,VS2,GIA,Excellent,Faint,,55.3,63.0,Slightly Thick to Very Thick,Very Good,Good,7.41 x 4.51 x 2.50 mm,1177
444458_NVD,Pear,0.41,F,SI1,GIA,Ideal,None,,61.6,57.0,MED - VTK to MED - VTK,Excellent,Very Good,6.22x4.23x2.61 mm,1378
SRA-22_4488,Pear,0.26,D,VS2,GIA,Good,None,None,60.1,61.0,Thin to Very Thick,Very Good,Good,5.71 x 3.59 x 2.15 mm,865
8681_31772,Pear,0.66,K,VS1,GIA,Excellent,None,,58.4,64.0,Thin to Very Thick,Good,Good,7.20 x 5.03 x 2.94 mm,1544
A178-219_NVD,Pear,0.4,E,VVS2,GIA,Good,None,NON,63.0,63.0,STK-THK to STK-THK,Excellent,Very Good,6.33x4.09x2.58 mm,1937
SD-24037_5734,Pear,0.4,G,VVS1,GIA,Very Good,Faint,None,63.5,57.0,,Excellent,Good,6.31 x 4.09 x 2.6 mm,1760
DP2206130_34292,Pear,0.39,E,VS1,GIA,Excellent,None,,61.0,59.0,Thin to Thick,Excellent,Very Good,6.44 x 4.11 x 2.51 mm,1255
891003_NVD,Pear,0.33,H,VVS1,GIA,Good,Faint,NON,58.1,62.0,THN - THK to THN - THK,Very Good,Very Good,6.39x3.92x2.28 mm,1267
B454-1_220,Pear,0.5,J,SI1,GIA,Very Good,Faint,None,60.9,58.0,Thin to Slightly Thick,Excellent,Very Good,6.85 x 4.52 x 2.75 mm,1301
SDAS219-A_56539,Pear,0.26,D,VVS2,GIA,Excellent,Medium,,65.1,70.0,Very Thick to Extr. Thick,Good,Fair,5.05 x 3.61 x 2.35 mm,1220
650-056_48623,Pear,0.51,D,SI2,GIA,Excellent,None,,71.0,55.0,Medium to Extr. Thick,Very Good,Good,7.38 x 4.00 x 2.84 mm,1561
A147-18_NVD,Pear,0.42,D,SI1,GIA,Good,None,NON,64.5,57.0,STK-VTK to STK-VTK,Excellent,Very Good,6.72x4.02x2.59 mm,1341
386_42633,Pear,0.42,G,VS1,EGL,Very Good,,,,,,Very Good,Very Good,5.82 x 4.15 x 2.72 mm,1647
J10965_1159,Pear,0.28,I,VS1,IGI,Good,None,None,57.5,65.0,,Good,Good,5.65 x 3.74 x 2.15 mm,549
562031_NVD,Pear,0.4,E,SI1,GIA,Good,None,NON,60.1,62.0,STK - ETK to STK - ETK,Excellent,Very Good,6.26x4.17x2.51 mm,1436
I81-147A_NVD,Pear,0.42,F,VVS1,GIA,Very Good,None,,63.9,58.0,THK - VTK to THK - VTK,Excellent,Excellent,6.08x4.2x2.68 mm,2037
383130_NVD,Pear,0.19,J,SI2,GIA,Good,Faint,NON,64.2,57.0,STK - VTK to STK - VTK,Excellent,Excellent,4.79x3.22x2.07 mm,534
S7883_77451,Pear,0.47,I,I1,GIA,Excellent,None,,72.6,55.0,Very Thick to Extr. Thick,Good,Good,5.65 x 4.30 x 3.12 mm,1105
3574K_56377,Pear,0.4,D,VS1,GIA,Excellent,None,,63.4,56.0,Medium to Thick,Excellent,Very Good,6.63 x 4.08 x 2.59 mm,1996
97071_SENT,Pear,0.3,F,IF,GIA,Excellent,None,NONE,61.3,66.0,Medium to Very Thick,Excellent,Very Good,5.9 x 3.78 x 2.31 mm,1121
88945_8920,Pear,0.5,E,SI2,GIA,Good,None,None,63.9,63.0,Slightly Thick to Thick,Very Good,Very Good,6.73 x 4.45 x 2.84 mm,1666
00171_80451,Pear,0.32,G,VS1,GIA,Excellent,None,,50.5,61.0,Medium to Thick,Very Good,Fair,6.36 x 4.06 x 2.05 mm,1124
PS211214711A_NVD,Pear,0.53,I,SI1,GIA,Good,None,NON,57.6,59.0,null to null,Excellent,Very Good,7.57x4.57x2.63 mm,1392
BG95-2_220,Pear,0.5,J,VVS2,GIA,Good,Faint,None,60.4,63.0,Slightly Thick to Very Thick,Excellent,Very Good,7.24 x 4.42 x 2.67 mm,1559
24363_285,Pear,0.35,E,VS2,GIA,Very Good,None,None,62.5,60.0,Thin to Thick,Very Good,Very Good,6.24 x 3.88 x 2.42 mm,1139
S6618_77451,Pear,0.44,D,SI1,GIA,Excellent,Medium,,71.0,62.0,Thick to Extr. Thick,Good,Fair,5.83 x 4.17 x 2.96 mm,1470
APY-113_2760,Pear,0.6,H,VS2,GIA,Fair,Strong,None,65.5,58.0,,Excellent,Very Good,6.97 x 4.63 x 3.03 mm,2038
GF-36A_2164,Pear,0.5,D,VS2,GIA,Very Good,None,None,62.0,58.0,,Excellent,Good,6.94 x 4.29 x 2.66 mm,1772
60SPJ331800_115090,Pear,0.32,F,VVS2,GIA,Excellent,Faint,,52.6,63.0,Medium to Very Thick,Very Good,Good,6.64 x 3.87 x 2.04 mm,1104
RG168636_NVD,Pear,0.41,D,VS1,GIA,Good,Strong,,59.4,61.0,THK - VTK to THK - VTK,Very Good,Very Good,6.56x4.15x2.47 mm,1503
BN257-32_13198,Pear,0.5,H,VS2,GIA,Excellent,Faint,,57.2,57.0,Slightly Thick to Thick,Very Good,Very Good,6.95 x 4.47 x 2.56 mm,1871
214_42633,Pear,0.31,F,VS2,EGL,Very Good,,,,,,Very Good,Excellent,5.40 x 4.00 x 2.20 mm,971
995980_NVD,Pear,0.31,F,VVS1,GIA,Very Good,Faint,,60.1,59.0,STK - THK to STK - THK,Excellent,Very Good,5.86x3.91x2.35 mm,1313
LN-86_15326,Pear,0.41,G,IF,GIA,Very Good,None,None,63.1,58.0,,Very Good,Very Good,5.96 x 4.16 x 2.62 mm,1667
E43423-61_42875,Pear,0.6,J,SI2,GIA,Excellent,None,,62.7,60.0,Slightly Thick to Very Thick,Very Good,Very Good,7.26 x 4.64 x 2.91 mm,1745
513788_486,Pear,0.38,E,VVS2,GIA,Fair,None,,65.0,54.0,Slightly Thick to Extremely Thick,Very Good,Good,5.77 x 4.09 x 2.66 mm,1087
92060_NVD,Pear,0.72,J,SI2,GIA,Good,Faint,NON,64.2,60.0,FACETED to FACETED,Very Good,Very Good,7.52x5.01x3.22 mm,1841
DM1-12A_NVD,Pear,0.6,J,IF,GIA,Very Good,Faint,NON,58.9,57.0,Slightly Thick to Thick,Excellent,Excellent,7.72x4.8x2.83 mm,2047
RG168621_NVD,Pear,0.5,E,SI1,GIA,Good,Faint,,57.5,54.0,MED - ETK to MED - ETK,Excellent,Very Good,6.3x4.52x2.6 mm,1686
P5006_53333,Pear,0.48,F,VS1,GIA,Excellent,None,,64.0,54.0,Slightly Thick to Extr. Thick,Good,Good,7.03 x 4.23 x 2.71 mm,2085
243-976_21362,Pear,0.32,H,IF,GIA,Excellent,None,,53.4,58.0,Medium to Very Thick,Excellent,Good,5.76 x 3.97 x 2.12 mm,1188
N0230085_92506,Pear,0.81,I,SI2,GIA,Excellent,None,,59.6,64.0,Thick to Extr. Thick,Excellent,Very Good,7.61 x 5.19 x 3.09 mm,2106
E/13132_111413,Pear,0.59,G,SI1,GIA,Excellent,None,,62.3,61.0,Very Thin to Thick,Very Good,Good,7.20 x 4.61 x 2.87 mm,2117
E45086-08_42875,Pear,0.5,H,SI1,GIA,Excellent,None,,60.8,63.0,Very Thick to Extr. Thick,Very Good,Very Good,6.96 x 4.30 x 2.62 mm,1949
C497_42633,Pear,0.32,D,VS2,EGL,Very Good,,,,,,Very Good,Excellent,5.83 x 3.86 x 2.25 mm,1377
95913_SENT,Pear,0.3,I,VVS1,GIA,Excellent,None,NONE,69.8,66.0,,Excellent,Very Good,5.3 x 3.5 x 2.44 mm,795
I77-492A_NVD,Pear,0.5,H,VS1,GIA,Very Good,Faint,,62.2,60.0,MED - THK to MED - THK,Excellent,Very Good,6.75x4.51x2.8 mm,1720
508236_NVD,Pear,0.56,G,SI2,GIA,Very Good,None,NON,63.3,58.0,THK - VTK to THK - VTK,Very Good,Very Good,6.97x4.62x2.92 mm,1939
C1/3P1051_56465,Pear,0.3,G,VVS2,GIA,Excellent,Faint,,60.0,61.0,Medium to Thick,Very Good,Very Good,6.00 x 3.81 x 2.29 mm,1196
672356_NVD,Pear,0.24,E,VS1,GIA,Good,None,,57.6,61.0,THN - THK to THN - THK,Excellent,Very Good,5.4x3.66x2.11 mm,961
RG168616_NVD,Pear,0.53,I,VS2,GIA,Fair,Medium,,65.0,53.0,STK - ETK to STK - ETK,Very Good,Very Good,6.91x4.34x2.82 mm,1835
2346_109149,Pear,0.43,G,SI1,GIA,Excellent,Faint,,72.4,51.0,Thick to Extr. Thick,Very Good,Good,6.06 x 3.98 x 2.88 mm,1122
