Style Number,Shape,Carat Weight,Color,Clarity,Graded By,Cut Grade,Fluorescence,Culet,Depth,Table,Girdle,Polish,Symmetry,Measurements,Price
8314_84320,Princess,0.34,I,VS1,GIA,Excellent,None,,74.4,73.0,Slightly Thick to Thick,Very Good,Very Good,3.81 x 3.75 x 2.79 mm,1437
S7614_77451,Princess,0.58,J,VVS2,GIA,Excellent,None,,77.2,81.0,Medium to Thick,Good,Good,4.48 x 4.41 x 3.40 mm,1680
29984_43225,Princess,0.3,D,VS1,GIA,Excellent,None,,70.9,72.0,Medium to Very Thick,Very Good,Good,3.69 x 3.68 x 2.61 mm,1003
175857_19235,Princess,0.7,J,VS2,GIA,Excellent,None,,70.9,69.0,Thin to Thick,Very Good,Good,4.99 x 4.77 x 3.38 mm,1910
SPJ333173_115090,Princess,0.62,F,VS2,GIA,Excellent,None,,64.5,76.0,Extr. Thin to Very Thick,Very Good,Good,5.14 x 4.93 x 3.18 mm,2428
BN0004628_32457,Princess,0.72,E,SI1,GIA,Excellent,Medium,,72.5,72.0,Medium to Slightly Thick,Excellent,Very Good,5.02 x 4.86 x 3.53 mm,1965
EM45555-83_42875,Princess,0.4,D,SI2,GIA,Excellent,Faint,,67.3,68.0,Medium to Extr. Thick,Very Good,Good,4.22 x 4.09 x 2.75 mm,1238
23722_43225,Princess,0.43,E,VS1,GIA,Excellent,None,,70.9,73.0,Thin to Medium,Excellent,Very Good,4.42 x 4.24 x 3.01 mm,1500
Y2398_14470,Princess,0.62,H,SI2,GIA,Excellent,None,,72.3,74.0,Thin to Extr. Thick,Very Good,Good,4.61 x 4.56 x 3.30 mm,1866
GIA 21010_12794,Princess,0.5,H,SI2,GIA,Excellent,None,,75.3,71.0,Thick to Very Thick,Very Good,Very Good,4.13 x 4.12 x 3.11 mm,1901
30073_43225,Princess,0.7,J,VS2,GIA,Excellent,None,,72.8,71.0,Slightly Thick to Thick,Very Good,Good,4.75 x 4.73 x 3.45 mm,2353
17160_97512,Princess,0.52,E,VS2,GIA,Excellent,None,,69.3,69.0,Medium to Very Thick,Very Good,Very Good,4.60 x 4.43 x 3.07 mm,2342
BG476-311_13198,Princess,0.24,H,VS2,GIA,Excellent,None,,73.8,82.0,Extr. Thin to Extr. Thick,Good,Fair,3.61 x 3.29 x 2.43 mm,647
27974_29708,Princess,0.51,E,VVS2,GIA,Excellent,None,None Pointed,72.7,69.0,Slightly Thick to Very Thick,Excellent,Very Good,4.33 x 4.31 x 3.13 mm,2073
57072_99192,Princess,0.72,I,SI1,GIA,Excellent,None,,72.9,59.0,Very Thin to Very Thick,Good,Good,4.92 x 4.83 x 3.52 mm,2085
27972_29708,Princess,0.5,I,VVS2,GIA,Excellent,Faint,None Pointed,70.8,73.0,Slightly Thick to Thick,Excellent,Very Good,4.34 x 4.32 x 3.06 mm,1578
8289_84320,Princess,0.68,F,SI3,EGL,Excellent,None,,74.0,81.0,Very Thin to Very Thick,Very Good,Good,4.94 x 4.70 x 3.48 mm,1858
27465_29708,Princess,0.5,D,VS1,GIA,Excellent,None,None Pointed,72.1,70.0,Slightly Thick to Thick,Excellent,Very Good,4.37 x 4.36 x 3.14 mm,2103
FI220713_34292,Princess,0.6,G,VS1,GIA,Excellent,None,,71.4,73.0,Medium to Slightly Thick,Excellent,Very Good,4.82 x 4.70 x 3.35 mm,2178
40022209_23402,Princess,0.65,H,VS1,GIA,Excellent,Faint,,73.2,72.0,Slightly Thick to Very Thick,Excellent,Very Good,4.74 x 4.74 x 3.47 mm,2440
CC2311_96594,Princess,0.5,F,SI1,GIA,Excellent,None,,75.8,71.0,,Very Good,Good,4.32 x 4.20 x 3.18 mm,1937
32009_61592,Princess,0.52,F,SI1,GIA,Excellent,None,,74.0,72.0,Very Thick to Very Thick,Excellent,Excellent,4.34 x 4.28 x 3.17 mm,1718
80746_21413,Princess,0.42,F,SI2,GIA,Excellent,None,,67.6,80.0,Slightly Thick to Thick,Very Good,Good,4.36 x 4.23 x 2.86 mm,1040
10144_20996,Princess,0.41,G,VVS1,GIA,Excellent,None,,67.9,72.0,Medium to Medium,Excellent,Very Good,4.20 x 4.19 x 2.85 mm,1713
BS-6796_68771,Princess,0.71,J,VVS2,GIA,Excellent,None,,75.3,66.0,Extr. Thin to Very Thick,Very Good,Very Good,4.72 x 4.66 x 3.51 mm,2214
57073_99192,Princess,0.74,I,VS2,GIA,Excellent,None,,80.8,70.0,Extr. Thick to Extr. Thick,Good,Good,4.59 x 4.58 x 3.70 mm,2302
27920_29708,Princess,0.41,E,VS2,GIA,Excellent,None,None Pointed,73.6,72.0,Slightly Thick to Very Thick,Excellent,Very Good,4.11 x 4.00 x 2.94 mm,1206
22A32003_32457,Princess,0.84,J,VS1,GIA,Excellent,Strong,,77.8,63.0,Very Thick to Very Thick,Fair,Good,5.16 x 4.81 x 3.74 mm,2279
2D1561_68119,Princess,0.51,G,VS1,GIA,Excellent,None,,74.9,73.0,Medium to Extr. Thick,Good,Good,4.45 x 4.13 x 3.10 mm,1688
66595_21413,Princess,0.69,G,SI1,GIA,Excellent,None,,81.9,,Medium to Extr. Thick,Very Good,Good,4.84 x 4.30 x 3.52 mm,2220
CC2306_96594,Princess,0.46,F,VS1,GIA,Excellent,None,,68.4,84.0,Medium to Extr. Thick,Good,Good,4.32 x 4.20 x 2.87 mm,1697
23888_29708,Princess,0.41,I,VVS2,GIA,Excellent,None,None Pointed,72.3,69.0,Thick to Thick,Excellent,Very Good,4.01 x 3.98 x 2.87 mm,1146
SA220114_34292,Princess,0.7,I,SI1,GIA,Excellent,None,,73.3,73.0,Thick to Extr. Thick,Very Good,Good,4.76 x 4.71 x 3.46 mm,2214
BG476-233_13198,Princess,0.23,J,VS2,GIA,Excellent,None,,72.1,81.0,Very Thin to Very Thick,Good,Good,3.43 x 3.39 x 2.44 mm,536
E43381-10_42875,Princess,0.51,D,SI1,GIA,Excellent,None,,71.3,72.0,Thick to Thick,Excellent,Good,4.42 x 4.30 x 3.06 mm,2165
N0217225A_32457,Princess,0.7,H,VS2,GIA,Excellent,None,,74.5,74.0,Very Thick to Very Thick,Excellent,Very Good,4.71 x 4.71 x 3.51 mm,2197
27010_61592,Princess,0.31,G,VVS2,GIA,Excellent,None,,73.5,72.0,Slightly Thick to Slightly Thick,Very Good,Very Good,3.79 x 3.65 x 2.69 mm,997
27090_43225,Princess,0.31,D,VS2,GIA,Excellent,None,,74.1,72.0,Thick to Thick,Very Good,Very Good,3.62 x 3.61 x 2.68 mm,939
26942_43225,Princess,0.42,D,VVS2,GIA,Excellent,None,,68.4,72.0,Medium to Slightly Thick,Very Good,Good,4.39 x 4.22 x 2.89 mm,1705
GIA 22815_12794,Princess,0.59,K,VS2,GIA,Excellent,None,,73.1,74.0,Medium to Very Thick,Excellent,Very Good,4.45 x 4.44 x 3.24 mm,1808
PR5710_66312,Princess,0.6,G,VS1,GIA,Excellent,None,,71.5,85.0,Very Thick to Extr. Thick,Good,Good,4.81 x 4.58 x 3.27 mm,2264
30045_15631,Princess,0.59,F,VVS2,GIA,Excellent,Faint,,72.5,82.0,Very Thick to Very Thick,Very Good,Good,4.65 x 4.50 x 3.26 mm,1459
18220_116297,Princess,0.7,J,VS1,GIA,Excellent,None,,79.4,68.0,Thick to Very Thick,Excellent,Very Good,5.06 x 4.51 x 3.58 mm,2147
176649_19235,Princess,0.7,J,SI2,GIA,Excellent,None,,77.5,75.0,Medium to Extr. Thick,Very Good,Very Good,4.73 x 4.67 x 3.62 mm,1684
BG476-268_13198,Princess,0.27,J,VVS2,GIA,Excellent,None,,74.7,78.0,Medium to Slightly Thick,Very Good,Good,3.57 x 3.50 x 2.62 mm,750
GIA 22297_12794,Princess,0.5,E,VS2,GIA,Excellent,None,,74.4,78.0,Thin to Thick,Good,Good,4.46 x 4.34 x 3.23 mm,2384
BL6-7_13198,Princess,0.55,E,VVS2,GIA,Excellent,None,,67.2,73.0,Thin to Very Thick,Good,Good,4.61 x 4.55 x 3.05 mm,2265
23887_29708,Princess,0.43,I,VVS2,GIA,Excellent,None,None Pointed,71.4,73.0,Slightly Thick to Slightly Thick,Excellent,Very Good,4.20 x 4.16 x 2.97 mm,1202
2D787_68119,Princess,0.41,H,VVS2,GIA,Excellent,None,,67.3,71.0,Slightly Thick to Thick,Excellent,Excellent,4.19 x 4.19 x 2.82 mm,1439
E45052-04_42875,Princess,0.5,I,SI1,GIA,Excellent,None,,73.9,72.0,Thin to Slightly Thick,Excellent,Very Good,4.50 x 4.38 x 3.24 mm,1637
EK-7005_30893,Princess,0.34,E,VVS2,GIA,Excellent,None,,69.6,72.0,Medium to Thick,Very Good,Very Good,4.05 x 3.89 x 2.71 mm,1079
N0237652_32457,Princess,0.7,F,SI1,GIA,Excellent,None,,74.0,75.0,Medium to Slightly Thick,Excellent,Very Good,5.02 x 4.89 x 3.62 mm,2053
E43664-12_42875,Princess,0.51,I,VVS2,GIA,Excellent,None,,71.6,71.0,Slightly Thick to Slightly Thick,Excellent,Very Good,4.50 x 4.41 x 3.16 mm,2079
GD3164_48037,Princess,0.55,G,SI2,EGL,Excellent,None,,72.7,70.0,,Very Good,Very Good,4.60 x 4.40 x 3.20 mm,1368
CC2061_96594,Princess,0.61,I,VS2,GIA,Excellent,None,,71.2,80.0,Very Thin to Extr. Thick,Good,Good,4.94 x 4.59 x 3.27 mm,2189
BM-71_14152,Princess,0.61,E,I1,GIA,Excellent,None,,72.4,78.0,Thick to Extr. Thick,Good,Good,4.97 x 4.53 x 3.28 mm,1734
TA3152_71136,Princess,0.5,G,VS1,GIA,Excellent,None,,69.2,79.0,Thin to Medium,Very Good,Very Good,4.68 x 4.48 x 3.10 mm,2491
Y2207_14470,Princess,0.52,H,I1,GIA,Excellent,None,,83.9,70.0,Medium to Extr. Thick,Good,Good,4.41 x 4.01 x 3.36 mm,1158
GIA 20254_12794,Princess,0.36,F,SI1,GIA,Excellent,None,,72.7,70.0,Medium to Slightly Thick,Excellent,Very Good,4.01 x 3.95 x 2.87 mm,1206
GIA 22830_12794,Princess,0.5,K,SI2,GIA,Excellent,None,,71.9,74.0,Slightly Thick to Very Thick,Excellent,Very Good,4.30 x 4.22 x 3.03 mm,1361
N1486_15631,Princess,0.57,F,I1,EGL,Excellent,None,,67.1,70.0,,Very Good,Very Good,4.70 x 4.60 x 3.12 mm,1194
00134_80451,Princess,0.26,H,VS1,EGL,Excellent,None,,,,,Very Good,Very Good,3.60 x 3.40 x 2.50 mm,761
PR1808_66507,Princess,0.61,H,I1,GIA,Excellent,None,,82.7,76.0,Very Thin to Extr. Thick,Very Good,Good,4.74 x 4.29 x 3.55 mm,1755
591005_20996,Princess,0.47,F,VVS2,GIA,Excellent,None,,70.2,72.0,Thin to Medium,Excellent,Good,4.42 x 4.36 x 3.06 mm,2042
E45055-45_42875,Princess,0.63,J,VS1,GIA,Excellent,Strong,,74.0,72.0,Medium to Slightly Thick,Very Good,Very Good,4.67 x 4.66 x 3.45 mm,2231
E45077-01_42875,Princess,0.5,F,SI1,GIA,Excellent,None,,71.1,76.0,Slightly Thick to Thick,Excellent,Very Good,4.52 x 4.36 x 3.10 mm,1878
E/8435_111413,Princess,0.54,G,SI2,GIA,Excellent,,,,,,Very Good,Good,4.67 x 4.39 x 3.18 mm,1486
202451_116297,Princess,0.7,J,VS1,GIA,Excellent,None,,74.6,72.0,Slightly Thick to Thick,Excellent,Very Good,4.72 x 4.62 x 3.45 mm,2189
S4676_77451,Princess,0.64,J,SI2,GIA,Excellent,Faint,,79.9,77.0,Very Thick to Very Thick,Very Good,Very Good,4.86 x 4.27 x 3.41 mm,1641
BN183-8_13198,Princess,0.44,H,VVS2,GIA,Excellent,Faint,,67.4,73.0,Very Thick to Extr. Thick,Very Good,Good,4.37 x 4.18 x 2.82 mm,1276
9732_82514,Princess,0.52,K,SI2,GIA,Excellent,Faint,,75.0,75.0,Thin to Extr. Thick,Good,Fair,4.44 x 4.36 x 3.27 mm,921
9 523_36142,Princess,0.57,D,I1,EGL,Excellent,Faint,,74.0,75.0,Medium to Thick,Good,Good,4.37 x 4.03 x 3.46 mm,1666
27035_61592,Princess,0.32,G,VVS2,GIA,Excellent,Medium,,73.9,72.0,Medium to Thick,Excellent,Very Good,3.85 x 3.70 x 2.73 mm,954
22424_116297,Princess,0.71,H,I1,GIA,Excellent,Faint,,72.5,82.0,Thin to Extr. Thick,Very Good,Good,4.95 x 4.73 x 3.43 mm,1637
MS220805_34292,Princess,0.74,F,SI2,GIA,Excellent,None,,72.2,72.0,Slightly Thick to Slightly Thick,Very Good,Very Good,5.05 x 5.03 x 3.63 mm,2475
A1239_45146,Princess,0.3,G,VVS1,GIA,Excellent,None,,67.2,73.0,Slightly Thick to Slightly Thick,Excellent,Very Good,3.75 x 3.75 x 2.52 mm,1163
8267_84320,Princess,0.4,G,SI1,GIA,Excellent,None,,74.3,72.0,Slightly Thick to Thick,Excellent,Very Good,4.14 x 4.05 x 3.01 mm,1831
19589_66819,Princess,0.7,G,SI1,EGL,Excellent,None,,73.9,68.0,Very Thin to Very Thick,Excellent,Good,4.68 x 4.63 x 3.42 mm,2368
GIA 8463_12794,Princess,0.46,I,VS1,GIA,Excellent,Faint,,75.4,73.0,Medium to Very Thick,Excellent,Good,4.13 x 4.02 x 3.03 mm,1439
27905_29708,Princess,0.5,E,VS1,GIA,Excellent,None,None Pointed,73.7,76.0,Thick to Very Thick,Excellent,Fair,4.37 x 4.37 x 3.22 mm,1772
30009_61592,Princess,0.4,D,SI1,GIA,Excellent,None,,72.9,78.0,Extr. Thin to Extr. Thick,Excellent,Very Good,4.07 x 4.00 x 2.92 mm,1167
28541_43225,Princess,0.32,E,VS1,GIA,Excellent,None,,73.0,71.0,Medium to Thick,Good,Good,3.78 x 3.74 x 2.73 mm,1035
012059_113702,Princess,0.7,E,SI2,GIA,Excellent,None,,73.5,68.0,Medium to Thick,Excellent,Very Good,4.86 x 4.76 x 3.50 mm,2229
B0463_23617,Princess,0.35,F,I1,GIA,Excellent,Medium,,79.5,79.0,Thin to Very Thick,Good,Good,3.79 x 3.70 x 2.94 mm,780
TCL166_70155,Princess,0.61,I,SI2,GIA,Excellent,None,,67.8,84.0,Slightly Thick to Thick,Good,Fair,5.06 x 4.69 x 3.18 mm,1707
43082125_23402,Princess,0.42,D,VVS2,GIA,Excellent,None,,72.0,70.0,Medium to Slightly Thick,Very Good,Very Good,4.22 x 4.17 x 3.00 mm,1756
GIA 21828_12794,Princess,0.5,I,SI2,GIA,Excellent,None,,77.6,69.0,Slightly Thick to Very Thick,Excellent,Very Good,4.13 x 4.12 x 3.19 mm,1686
E44522-07_42875,Princess,0.5,H,VS1,GIA,Excellent,Faint,,72.0,75.0,Thick to Very Thick,Very Good,Good,4.37 x 4.33 x 3.11 mm,2066
AZD166_91026,Princess,0.39,G,VVS2,GIA,Excellent,None,,70.8,75.0,Thin to Thick,Very Good,Good,4.11 x 4.07 x 2.88 mm,772
CC2663_96594,Princess,0.54,D,VS2,GIA,Excellent,None,,77.8,80.0,,Very Good,Good,4.36 x 4.25 x 3.31 mm,2057
104988_63978,Princess,0.46,E,VS2,GIA,Excellent,None,,76.9,84.0,Very Thin to Extr. Thick,Very Good,Fair,4.22 x 4.09 x 3.14 mm,1709
GIA 3800_12794,Princess,0.7,I,SI2,GIA,Excellent,None,,75.3,68.0,Thick to Extr. Thick,Very Good,Good,4.75 x 4.57 x 3.44 mm,2478
R21S1812_68119,Princess,0.51,E,VS2,GIA,Excellent,None,,68.8,72.0,Medium to Slightly Thick,Fair,Good,4.78 x 4.48 x 3.09 mm,1909
N0230781_92506,Princess,0.7,J,VS1,GIA,Excellent,None,,74.3,76.0,Very Thick to Very Thick,Excellent,Very Good,4.87 x 4.82 x 3.58 mm,1987
27900_29708,Princess,0.61,I,VS2,GIA,Excellent,Faint,None Pointed,73.3,71.0,Thick to Thick,Excellent,Very Good,4.59 x 4.59 x 3.36 mm,2183
BG476-269_13198,Princess,0.27,H,VS2,GIA,Excellent,None,,76.9,82.0,Very Thick to Extr. Thick,Good,Good,3.70 x 3.41 x 2.62 mm,769
80145_21413,Princess,0.39,D,SI1,GIA,Excellent,None,,71.0,72.0,Slightly Thick to Thick,Good,Good,4.08 x 4.07 x 2.89 mm,1158
CRA-566_45495,Princess,0.43,F,VS1,EGL,Excellent,None,,73.0,69.0,Medium to Medium,Excellent,Excellent,4.24 x 3.92 x 3.08 mm,1516
E43549-01_42875,Princess,0.61,E,I1,GIA,Excellent,None,,77.9,78.0,Medium to Very Thick,Good,Good,4.54 x 4.54 x 3.54 mm,1889
78355_21413,Princess,0.55,J,I1,GIA,Excellent,None,,79.6,75.0,Very Thick to Very Thick,Very Good,Good,4.56 x 4.23 x 3.37 mm,1089
25854_29708,Princess,0.32,D,VS2,GIA,Excellent,Faint,None Pointed,68.2,70.0,Thick to Very Thick,Very Good,Very Good,3.81 x 3.81 x 2.60 mm,944
54936_19234,Princess,0.41,D,SI1,EGL,Excellent,None,,69.1,72.0,Medium to Medium,Very Good,Very Good,4.24 x 4.17 x 2.88 mm,1534
S8003_77451,Princess,0.49,I,VS1,GIA,Excellent,None,,74.9,83.0,Slightly Thick to Very Thick,Very Good,Good,4.38 x 4.19 x 3.14 mm,1201
192_42633,Princess,0.52,F,I1,EGL,Good,,,,,,Very Good,Good,4.57 x 4.48 x 3.09 mm,1301
5272_67813,Princess,0.6,G,VS1,GIA,Excellent,None,,75.8,74.0,Extr. Thick to Very Thick,Very Good,Good,4.72 x 4.54 x 3.44 mm,2343
8225_84320,Princess,0.3,G,SI1,GIA,Excellent,None,,76.1,75.0,,Very Good,Good,3.83 x 3.50 x 2.66 mm,1089
24369_119850,Princess,0.32,I,VVS1,GIA,Excellent,None,,74.3,71.0,Thin to Slightly Thick,Excellent,Very Good,3.78 x 3.72 x 2.76 mm,773
PC1376_21288,Princess,0.53,F,I1,EGL,Excellent,None,,74.1,82.0,Very Thin to Very Thick,Good,Good,4.48 x 4.28 x 3.17 mm,1544
27470_29708,Princess,0.5,D,VS1,GIA,Excellent,None,None Pointed,70.7,73.0,Slightly Thick to Thick,Excellent,Very Good,4.53 x 4.48 x 3.17 mm,2175
E45466-05_42875,Princess,0.51,F,SI1,GIA,Excellent,None,,72.3,71.0,Thick to Very Thick,Excellent,Very Good,4.32 x 4.31 x 3.12 mm,1783
GIA 23070_12794,Princess,0.5,D,VS1,GIA,Excellent,Faint,,77.3,74.0,Slightly Thick to Very Thick,Very Good,Excellent,4.21 x 4.18 x 3.23 mm,2059
25913_29708,Princess,0.53,E,VVS2,GIA,Excellent,Faint,None Pointed,68.8,72.0,Very Thin to Slightly Thick,Excellent,Very Good,4.59 x 4.52 x 3.11 mm,2147
CFE-238_13198,Princess,0.79,J,SI2,GIA,Excellent,None,,72.8,78.0,Thick to Very Thick,Very Good,Good,5.10 x 5.10 x 3.71 mm,1760
E45430-04_42875,Princess,0.67,H,SI1,GIA,Excellent,None,,70.7,72.0,Slightly Thick to Very Thick,Very Good,Very Good,4.89 x 4.76 x 3.37 mm,2316
AJG-0618_61524,Princess,0.7,G,SI1,EGL,Excellent,None,,82.3,71.0,Very Thin to Very Thick,Very Good,Good,4.59 x 4.46 x 3.67 mm,1823
CFE-289_13198,Princess,0.74,I,VS1,GIA,Excellent,None,,74.3,80.0,Medium to Extr. Thick,Good,Good,4.82 x 4.80 x 3.57 mm,2216
BG476-313_13198,Princess,0.32,D,I1,GIA,Excellent,None,,75.2,79.0,Thick to Extr. Thick,Good,Fair,4.15 x 3.54 x 2.66 mm,673
AS-1096_88501,Princess,0.69,I,VS2,GIA,Excellent,None,,71.7,79.0,Medium to Extr. Thick,Good,Good,4.93 x 4.88 x 3.50 mm,1691
00073_80451,Princess,0.56,I,SI2,GIA,Excellent,None,,77.2,70.0,Extr. Thin to Extr. Thin,Good,Fair,4.66 x 4.33 x 3.34 mm,1517
N7002035_32457,Princess,0.7,F,VS2,GIA,Excellent,None,,73.9,75.0,Slightly Thick to Very Thick,Excellent,Very Good,4.98 x 4.82 x 3.56 mm,2340
D075_42633,Princess,0.28,G,VS1,GIA,Excellent,None,,,,,Good,Good,,1074
PR050ESI2207_34201,Princess,0.5,E,SI2,GIA,Excellent,None,,72.8,67.0,Thick to Thick,Very Good,Very Good,4.33 x 4.27 x 3.11 mm,1673
93675_63978,Princess,0.44,D,VS2,EGL,Excellent,None,,73.8,76.0,Thin to Medium,Very Good,Good,4.57 x 4.00 x 2.95 mm,1795
BG476-325_13198,Princess,0.25,I,VS1,GIA,Excellent,None,,81.6,83.0,Thin to Extr. Thick,Good,Fair,3.82 x 3.16 x 2.58 mm,552
N0214494A_32457,Princess,0.7,H,VS2,GIA,Excellent,None,,76.2,76.0,Very Thick to Very Thick,Excellent,Very Good,4.95 x 4.69 x 3.58 mm,2070
BN0003677_92506,Princess,0.71,H,VS2,GIA,Excellent,Faint,,73.9,73.0,Slightly Thick to Slightly Thick,Excellent,Very Good,4.87 x 4.84 x 3.57 mm,2176
CE6038_201,Princess,0.9,D,SI2,AGI,Very Good,,,68.8,76.0,,Very Good,Very Good,5.43 x 5.41 x 3.72 mm,2341
E44748-04_42875,Princess,0.5,F,SI1,GIA,Excellent,None,,71.4,67.0,Slightly Thick to Very Thick,Excellent,Good,4.49 x 4.38 x 3.13 mm,1994
25918_29708,Princess,0.52,D,VS1,GIA,Excellent,None,None Pointed,72.2,74.0,Slightly Thick to Thick,Excellent,Very Good,4.53 x 4.47 x 3.22 mm,2178
48659_37711,Princess,0.7,J,SI1,GIA,Excellent,None,,77.2,73.0,Very Thick to Very Thick,Excellent,Very Good,4.66 x 4.61 x 3.56 mm,2163
BT80020_23617,Princess,0.3,I,VS2,GIA,Excellent,None,,92.2,72.0,Extr. Thin to Extr. Thick,Good,Fair,3.66 x 3.16 x 2.91 mm,668
KK210927_34292,Princess,0.65,I,VVS1,GIA,Excellent,None,,75.5,70.0,Thick to Thick,Excellent,Excellent,4.62 x 4.60 x 3.47 mm,2067
23850_29708,Princess,0.7,J,VS2,GIA,Excellent,None,None Pointed,72.7,71.0,Slightly Thick to Thick,Excellent,Very Good,4.85 x 4.78 x 3.48 mm,2301
8528_117908,Princess,0.3,I,VS2,GIA,Excellent,Faint,,78.0,71.0,Medium to Extr. Thick,Very Good,Very Good,3.50 x 3.47 x 2.71 mm,829
222113_27853,Princess,0.77,G,SI3,EGL,Ideal,None,,71.5,73.0,Thin to Medium,Excellent,Excellent,5.20 x 5.05 x 3.61 mm,2497
GIA 6909_12794,Princess,0.57,H,SI2,GIA,Excellent,None,,72.3,72.0,Thin to Slightly Thick,Good,Good,4.74 x 4.65 x 3.36 mm,1642
S7139_77451,Princess,0.65,I,SI1,GIA,Excellent,None,,74.1,80.0,Medium to Thick,Excellent,Very Good,4.94 x 4.69 x 3.48 mm,2231
CFE-297_13198,Princess,0.71,G,SI2,GIA,Excellent,None,,76.3,65.0,Very Thick to Extr. Thick,Good,Good,4.86 x 4.62 x 3.52 mm,1851
DD11658-6_32185,Princess,0.5,F,SI2,EGL,Ideal,None,,74.9,74.0,Thick to Thick,Very Good,Very Good,4.29 x 4.22 x 3.16 mm,1788
21828_29708,Princess,0.7,K,VS1,GIA,Excellent,None,Very Small Pointed,73.1,73.0,Thick to Very Thick,Excellent,Very Good,4.81 x 4.71 x 3.44 mm,2031
3D6_68119,Princess,0.46,D,VS1,GIA,Excellent,None,,73.6,69.0,Slightly Thick to Thick,Very Good,Very Good,4.29 x 4.20 x 3.09 mm,1466
GIA 22925_12794,Princess,0.5,E,VS1,GIA,Excellent,None,,76.2,71.0,Slightly Thick to Thick,Very Good,Good,4.24 x 4.22 x 3.21 mm,2072
GIA 22610_12794,Princess,0.5,K,VS1,GIA,Excellent,None,,83.9,72.0,,Excellent,Very Good,4.03 x 3.88 x 3.26 mm,1287
80904_21413,Princess,0.41,D,VS2,GIA,Excellent,Very Strong,,68.7,86.0,Thin to Extr. Thick,Good,Good,4.15 x 4.11 x 2.82 mm,1142
63553_25539,Princess,0.24,D,VS2,EGL,Very Good,None,,74.0,77.0,,Very Good,Very Good,3.41 x 3.22 x 2.40 mm,718
BT80085_23617,Princess,0.5,H,SI2,GIA,Excellent,None,,81.8,82.0,Very Thick to Extr. Thick,Good,Good,4.19 x 4.13 x 3.38 mm,1645
GIA 20013_12794,Princess,0.7,K,SI1,GIA,Excellent,None,,74.3,69.0,Slightly Thick to Very Thick,Excellent,Good,4.74 x 4.74 x 3.52 mm,1956
S7138_77451,Princess,0.63,J,SI1,GIA,Excellent,Faint,,76.4,84.0,Thick to Extr. Thick,Very Good,Good,4.58 x 4.50 x 3.44 mm,2021
BG476-130_13198,Princess,0.33,H,VS1,GIA,Excellent,None,,79.5,83.0,Thick to Very Thick,Good,Fair,3.67 x 3.66 x 2.91 mm,849
R21S1534_68119,Princess,0.44,E,VVS2,GIA,Excellent,None,,66.5,75.0,Thin to Extr. Thick,Good,Good,4.34 x 4.31 x 2.87 mm,1657
11OGJ334421_115090,Princess,0.28,D,VS1,GIA,Excellent,Faint,,70.2,73.0,Thick to Extr. Thick,Very Good,Good,3.70 x 3.54 x 2.48 mm,757
BT80294_23617,Princess,0.48,I,I1,GIA,Excellent,None,,75.7,84.0,Medium to Extr. Thick,Good,Good,4.24 x 4.20 x 3.18 mm,1233
9/6053_111413,Princess,0.61,F,I1,GIA,Excellent,Faint,,81.1,85.0,Thin to Extr. Thick,Good,Fair,4.91 x 4.23 x 3.43 mm,1631
GIA 7741_12794,Princess,0.5,E,SI1,GIA,Excellent,None,,75.1,68.0,Thick to Extr. Thick,Excellent,Good,4.28 x 4.15 x 3.12 mm,1686
2D2459_68119,Princess,0.59,E,VS1,GIA,Excellent,Faint,,71.0,76.0,Very Thin to Very Thick,Good,Good,4.89 x 4.56 x 3.24 mm,2208
BG476-264_13198,Princess,0.3,E,VVS2,GIA,Excellent,None,,70.6,63.0,Thin to Medium,Very Good,Good,3.70 x 3.69 x 2.61 mm,1170
24938_119850,Princess,0.34,D,VVS2,GIA,Excellent,None,,73.4,73.0,Thin to Slightly Thick,Very Good,Very Good,3.83 x 3.76 x 2.76 mm,1084
VSD298_56539,Princess,0.53,K,I1,GIA,Excellent,None,,77.9,74.0,Slightly Thick to Very Thick,Very Good,Very Good,4.34 x 4.32 x 3.37 mm,1150
2763_73755,Princess,0.51,I,VS2,GIA,Excellent,None,,80.3,78.0,Thick to Extr. Thick,Very Good,Good,4.19 x 4.12 x 3.31 mm,1647
92308_4620,Princess,0.31,H,SI1,GIA,Excellent,None,,81.1,75.0,Thick to Extr. Thick,Very Good,Good,3.86 x 3.40 x 2.76 mm,827
E44491-30_42875,Princess,0.52,F,SI1,GIA,Excellent,Medium,,67.9,68.0,Thick to Very Thick,Excellent,Very Good,4.63 x 4.45 x 3.03 mm,1980
GIA 23094_12794,Princess,0.5,E,VS1,GIA,Excellent,None,,73.4,70.0,Slightly Thick to Thick,Good,Good,4.35 x 4.32 x 3.17 mm,2059
GIA 22475_12794,Princess,0.5,D,VS2,GIA,Excellent,None,,77.1,74.0,Slightly Thick to Thick,Very Good,Good,4.20 x 4.20 x 3.24 mm,2341
8313_84320,Princess,0.3,I,VS1,GIA,Excellent,None,,71.7,68.0,Thin to Very Thick,Excellent,Very Good,3.62 x 3.61 x 2.59 mm,1326
40012103_23402,Princess,0.52,E,VS2,GIA,Excellent,None,,72.7,71.0,Medium to Very Thick,Very Good,Good,4.32 x 4.30 x 3.13 mm,1849
GIA 22352_12794,Princess,0.46,E,VS1,GIA,Excellent,None,,74.8,73.0,Very Thin to Thick,Very Good,Good,4.25 x 4.23 x 3.17 mm,2357
